M,R,P,L,S,G,K,T,I,F,A,C,Q,V,Y,N,E,D,H,W,U,Mass
13,36,26,59,80,27,44,41,28,28,26,10,39,32,16,31,40,33,27,8,0,73481
15,33,33,48,53,35,35,39,16,23,39,9,29,58,16,24,61,44,21,14,0,72955
22,41,39,52,57,30,51,29,25,22,41,9,37,36,14,26,61,36,7,10,0,73435
16,37,24,54,88,39,32,31,19,23,32,9,43,39,12,24,53,40,21,9,0,72274
14,45,44,74,44,36,34,32,37,32,32,10,32,40,19,22,44,32,16,6,0,73563
20,17,27,82,39,43,27,42,42,53,48,10,30,30,24,31,33,23,17,7,0,72565
21,34,53,47,45,42,61,25,18,22,56,2,38,27,19,22,64,31,11,7,0,72471
14,57,78,60,51,25,53,35,12,19,29,17,20,34,16,5,56,39,17,8,0,73945
23,34,28,71,43,25,46,28,35,17,39,15,34,27,21,26,81,34,15,3,0,74192
4,28,20,33,46,35,86,49,37,32,20,38,26,13,25,35,60,11,45,2,0,75059
10,37,35,44,62,27,54,52,18,25,41,42,28,31,12,16,34,36,40,1,0,72217
10,51,65,45,28,53,34,28,27,31,51,8,26,38,29,19,35,33,17,17,0,73231
13,28,25,44,35,53,54,47,44,24,50,4,26,46,15,34,49,46,7,2,0,70898
14,52,47,54,67,48,35,27,25,23,50,12,21,25,13,18,60,33,17,5,0,71597
7,40,46,72,50,45,32,37,21,12,32,17,35,58,15,26,63,21,10,7,0,71607
3,25,18,28,50,36,103,56,44,30,16,45,13,8,28,19,62,4,57,1,0,75342
22,38,29,32,42,40,48,42,40,36,34,10,19,54,18,27,52,37,19,7,0,73575
8,13,78,55,92,108,29,32,9,9,83,13,11,23,20,8,9,22,22,2,0,62555
13,60,65,83,51,51,14,30,10,13,53,21,45,37,9,12,40,17,16,6,0,70660
26,31,34,87,44,43,31,38,31,38,48,19,18,48,23,15,37,18,13,4,0,71896
10,50,56,79,47,43,28,33,20,25,58,11,24,38,20,15,35,27,21,6,0,71629
25,41,34,33,48,76,40,38,15,19,42,8,35,20,28,19,64,46,9,6,0,71640
9,35,37,51,27,113,17,14,10,15,124,8,30,33,4,10,77,14,5,14,0,65155
14,29,69,49,40,47,37,47,40,15,68,9,21,55,11,17,37,27,7,8,0,68997
15,44,45,62,47,55,30,31,32,20,23,28,20,43,22,16,42,38,27,7,0,72585
11,31,23,43,72,11,99,34,27,20,48,3,19,18,8,35,88,41,10,6,0,74234
10,26,41,121,58,56,7,27,7,18,78,15,24,43,12,10,35,25,25,9,0,68408
7,35,22,41,46,38,71,51,24,24,18,34,36,24,27,33,54,12,47,3,0,75164
11,36,70,67,71,40,21,39,18,22,49,13,46,42,3,14,42,25,14,4,0,69771
20,41,35,62,40,47,33,21,28,40,69,9,32,33,14,21,49,30,21,2,0,71950
10,62,46,61,58,26,49,30,19,22,56,6,49,20,8,18,67,26,9,5,0,73647
11,36,60,42,108,19,36,45,19,9,46,6,45,33,12,34,28,27,27,4,0,70724
10,53,37,64,61,46,19,37,27,39,59,18,22,40,17,19,35,27,12,5,0,71330
13,45,33,86,79,37,31,28,9,11,48,14,40,31,10,10,59,31,28,4,0,71718
7,37,36,81,52,42,30,35,17,19,62,22,31,50,8,21,40,28,13,16,0,70861
15,31,45,66,38,65,26,35,28,36,55,23,30,39,22,14,33,18,12,16,0,71158
13,16,107,68,67,61,30,26,13,26,46,11,27,19,18,11,33,27,24,5,0,68925
5,53,46,56,48,33,26,43,15,23,22,24,38,41,13,12,78,30,34,8,0,74720
20,40,36,54,66,35,38,41,32,29,34,14,33,43,15,28,29,29,23,9,0,73052
15,31,20,62,45,32,88,30,39,19,46,7,30,42,16,21,46,34,20,5,0,73584
12,25,39,71,54,46,35,37,26,26,38,6,33,47,19,26,41,36,24,7,0,71947
14,32,24,71,53,59,21,39,33,35,67,15,21,45,25,25,35,21,2,11,0,70371
16,56,42,55,43,42,60,27,28,13,39,11,23,37,12,12,70,33,22,7,0,73814
12,33,43,49,62,50,64,30,24,17,38,14,39,26,8,24,66,30,9,10,0,72007
9,40,55,85,61,44,20,28,18,30,34,12,24,37,16,15,53,36,18,13,0,72670
17,43,32,48,44,46,46,41,41,20,39,8,30,47,13,27,46,34,15,11,0,72844
16,35,23,93,52,43,19,27,35,42,67,20,24,51,13,15,34,18,8,14,0,71584
8,29,23,61,56,69,26,43,20,23,39,17,17,68,19,15,28,44,27,17,0,70679
22,24,17,54,49,31,60,32,41,24,49,18,35,38,21,32,48,32,15,7,0,73457
16,30,35,60,49,31,37,37,38,31,38,22,34,37,25,32,42,24,16,15,0,74270
9,37,62,45,43,34,22,35,18,18,75,8,37,31,9,14,99,35,12,6,0,71429
9,30,28,55,28,66,47,43,39,19,54,17,22,49,24,22,49,28,13,6,1,70906
11,30,42,66,52,42,32,42,33,29,41,20,35,34,20,21,39,28,20,12,0,72696
12,33,42,80,56,29,33,45,45,18,32,12,18,33,23,50,32,33,14,9,0,73004
16,57,61,70,43,51,14,23,16,14,51,12,46,36,11,10,67,26,22,4,0,72176
10,40,29,71,79,49,29,29,23,34,45,15,22,33,22,16,38,41,14,11,0,72203
6,36,61,67,66,54,18,42,19,13,48,11,42,37,25,9,38,30,17,11,0,70819
11,57,42,66,22,58,31,38,21,24,54,20,38,35,14,19,53,29,10,8,0,72594
11,30,50,68,38,47,31,27,22,39,62,12,25,38,25,20,47,30,15,13,0,72596
16,20,35,74,50,64,28,47,52,39,50,14,18,39,21,20,22,24,6,11,0,70337
20,43,32,61,55,26,25,33,31,31,46,8,35,38,12,29,67,39,12,7,0,73954
15,27,52,76,81,24,35,46,31,19,36,17,29,34,16,23,29,35,23,3,0,71836
12,36,37,65,42,43,27,38,26,29,38,6,32,51,37,28,37,30,18,19,0,74732
6,25,35,32,81,21,147,43,16,12,27,5,14,12,12,32,53,62,10,6,0,74242
11,47,19,39,51,39,72,37,25,26,25,40,27,21,23,26,53,15,53,2,0,75725
17,33,31,73,40,32,59,41,31,18,31,16,27,41,28,29,38,39,18,9,0,74642
7,35,94,41,42,86,15,34,18,20,103,14,13,36,5,11,33,32,9,3,0,64883
20,38,27,84,55,46,24,38,40,37,37,13,29,54,19,24,27,21,13,5,0,72504
14,50,45,40,57,54,50,33,24,22,29,5,31,33,18,44,53,32,12,5,0,73185
19,36,36,58,47,39,67,39,23,19,26,8,30,31,19,24,63,50,16,1,0,74139
13,28,34,70,67,35,46,18,40,19,39,9,52,41,11,25,41,34,20,9,0,72890
15,29,37,77,45,27,38,33,40,41,35,14,25,43,19,29,39,45,14,6,0,74107
14,35,19,41,49,51,64,47,31,28,13,36,28,28,20,31,60,11,43,3,0,74836
6,23,77,109,54,35,26,76,12,22,28,9,22,32,14,23,35,24,15,10,0,71540
6,49,61,47,67,41,50,24,16,16,64,10,38,24,7,10,64,28,23,7,0,71930
15,25,28,64,53,60,27,38,42,33,65,9,11,61,18,16,36,23,14,14,0,70392
21,20,41,62,65,39,40,56,29,27,52,3,29,43,13,36,25,34,12,5,0,70755
16,50,50,67,38,50,24,28,31,25,48,17,18,34,24,23,40,30,25,14,0,73655
11,43,41,61,49,39,38,47,16,15,53,11,29,43,28,23,42,37,15,11,0,73054
21,56,28,73,41,24,56,21,25,26,37,13,48,33,14,30,63,29,10,4,0,76084
15,64,42,76,54,47,17,35,18,23,59,10,28,32,20,10,49,28,18,7,0,72895
17,31,26,47,83,20,60,37,35,21,13,21,36,30,17,55,44,42,14,3,0,74505
17,46,29,56,44,38,44,26,31,25,41,17,43,31,19,27,52,39,18,9,0,74820
14,18,22,78,63,35,36,51,33,35,37,28,34,46,20,32,27,19,13,11,0,72621
7,26,53,61,59,77,28,38,7,18,50,43,27,34,13,21,38,32,11,9,0,68560
3,32,91,77,34,91,21,20,3,12,104,11,23,24,28,8,35,21,8,7,0,66603
16,37,21,65,48,35,39,36,46,32,21,12,27,33,27,40,44,40,26,8,0,75792
11,54,73,58,63,39,26,36,12,12,66,17,26,26,7,20,48,26,26,7,0,71192
15,37,25,56,63,36,40,35,31,19,62,7,54,37,9,24,55,30,16,2,0,72083
16,29,30,55,65,28,31,40,38,26,37,23,27,40,24,29,64,37,10,4,0,73476
17,32,34,78,39,61,42,18,30,32,59,4,13,29,22,22,59,27,22,13,0,72969
7,53,61,82,42,44,13,33,10,26,64,6,28,48,21,20,23,33,23,16,0,72670
11,45,29,74,50,50,31,33,25,23,48,28,29,49,14,16,50,29,15,4,0,71989
17,25,22,87,49,37,25,35,37,55,44,24,23,49,23,29,25,22,13,12,0,73783
15,35,42,76,44,51,40,28,31,37,27,6,21,38,28,33,38,26,22,15,0,74823
8,43,40,56,47,34,42,38,18,19,36,20,56,43,10,20,64,29,22,8,0,74177
10,45,45,65,91,55,42,30,17,12,57,4,29,31,10,8,49,26,20,7,0,70415
18,32,30,59,45,39,46,33,42,18,50,13,18,52,16,26,58,40,10,8,0,72632
17,28,36,74,51,30,22,57,35,20,48,15,22,46,19,41,34,21,25,12,0,72717
11,28,27,52,28,50,61,49,42,23,46,2,24,51,13,28,64,47,6,2,0,72333
13,33,60,61,94,87,23,28,7,16,59,2,21,24,14,16,39,30,24,3,0,67600
9,52,41,46,61,62,45,32,19,25,21,39,38,29,13,18,48,14,38,4,0,73388
10,46,37,89,37,37,33,24,26,20,79,7,37,35,12,17,66,21,14,7,0,72661
19,31,54,94,40,54,31,36,26,37,29,5,19,35,28,27,22,31,18,18,0,74158
5,43,22,64,61,35,41,31,32,24,41,20,30,40,16,30,56,32,15,16,0,74390
16,38,29,74,54,30,44,33,40,21,47,14,23,40,19,18,47,34,22,11,0,74147
17,28,108,41,20,167,50,16,20,5,33,7,32,13,4,9,45,28,10,1,0,64771
8,47,79,99,50,70,6,32,13,17,64,13,18,30,9,11,31,27,20,10,0,69217
18,39,41,38,56,45,51,45,27,23,37,13,26,37,14,21,55,45,15,8,0,73201
13,34,49,60,68,36,39,49,29,16,40,24,27,41,10,24,39,30,21,6,0,71845
21,34,26,68,43,72,40,32,29,31,69,7,28,44,10,19,44,22,11,5,0,70390
3,43,62,57,56,66,15,38,18,19,53,39,18,34,22,18,29,30,20,15,0,70682
14,40,37,57,41,24,72,26,39,16,34,7,36,31,12,19,102,27,16,5,0,76063
17,52,39,66,46,32,32,26,23,25,50,13,46,41,18,19,54,33,12,11,0,74892
13,38,27,89,51,35,52,24,22,32,35,15,32,37,17,20,62,30,17,7,0,75032
11,36,42,71,49,48,29,29,21,19,36,27,30,50,26,25,41,29,21,15,0,73568
12,27,32,58,49,37,60,33,35,16,35,12,37,32,14,32,68,35,21,10,0,74325
11,43,47,62,62,34,34,34,30,17,48,17,24,56,11,24,36,40,14,11,0,72334
9,28,49,52,75,36,29,52,30,17,34,19,30,53,19,26,46,27,12,12,0,72139
5,37,42,65,57,59,29,25,21,29,63,23,25,32,21,22,37,43,13,7,0,71081
28,29,35,67,46,42,36,45,24,30,36,14,22,51,27,25,35,37,16,10,0,73868
19,42,39,59,62,32,27,52,39,35,45,16,16,39,24,28,39,23,14,5,0,73451
19,22,24,77,56,48,40,38,45,42,47,12,20,43,22,34,30,21,10,5,0,72314
12,38,42,65,45,45,34,30,34,31,39,11,18,36,21,30,63,32,14,16,0,74597
21,45,76,14,58,131,18,45,3,15,38,5,59,15,42,17,15,32,4,3,0,68478
17,52,26,73,74,30,44,31,22,18,32,9,55,21,9,12,80,32,12,7,0,75354
7,35,46,92,49,38,42,35,25,16,37,9,15,57,14,20,71,29,11,8,0,73022
11,44,92,72,69,54,8,37,10,13,58,5,38,47,5,4,51,16,10,12,0,69787
25,14,24,70,54,38,36,33,51,34,53,18,24,62,23,31,26,20,13,7,0,72213
22,40,24,98,56,29,28,26,35,26,42,15,26,31,17,21,53,37,18,12,0,75019
13,71,51,44,42,34,46,22,22,15,40,33,40,23,16,14,58,46,19,7,0,75712
9,32,18,85,58,18,54,42,44,35,28,15,20,32,17,40,53,28,20,9,0,76034
11,40,34,71,42,44,38,33,38,20,59,12,16,52,17,20,53,30,20,7,0,72698
16,33,37,66,54,32,39,28,47,20,37,13,39,56,18,31,39,26,20,6,0,73834
11,38,33,37,49,42,62,41,37,31,19,37,41,24,25,14,51,19,41,5,0,76094
5,22,24,91,51,25,68,38,25,21,33,9,58,36,7,35,60,30,17,2,0,74397
20,37,45,46,56,28,34,40,34,40,18,15,33,40,26,32,43,38,24,8,0,76227
15,38,42,55,38,53,43,23,39,29,26,12,24,44,25,31,49,35,18,18,0,75389
20,25,25,83,48,36,34,35,52,38,52,27,18,54,23,24,23,18,9,13,0,73302
17,40,42,76,42,63,26,28,24,31,36,8,26,41,31,30,34,36,15,11,0,73768
16,30,33,73,49,25,41,31,35,39,39,13,35,53,22,27,40,29,23,4,0,74975
15,30,31,72,48,27,48,42,28,31,29,13,28,28,17,44,74,34,8,10,0,75666
14,40,38,59,91,23,34,43,17,16,74,2,32,33,7,23,54,38,17,2,0,71343
22,33,23,86,48,30,31,47,28,20,52,9,39,48,15,27,52,29,16,2,0,73279
17,24,21,79,51,52,28,41,40,45,62,20,21,54,16,20,33,14,7,13,0,71926
12,25,49,86,75,44,21,46,27,22,50,18,31,47,9,17,34,20,18,7,0,70578
14,36,38,69,54,39,38,37,24,39,52,9,30,37,21,26,32,38,18,7,0,73777
3,40,36,43,59,48,45,53,22,24,20,35,44,22,19,13,62,12,49,9,0,75261
14,44,35,57,49,36,44,37,25,21,36,12,33,34,14,31,62,40,23,11,0,75225
17,21,52,82,56,29,37,35,35,26,29,18,31,51,22,22,38,32,19,6,0,73814
5,42,44,84,26,43,10,21,5,7,45,11,174,32,5,4,72,9,20,0,0,74878
20,46,21,82,39,50,43,29,41,32,32,9,23,46,32,26,38,28,17,5,0,75476
20,34,37,57,54,36,53,26,34,24,29,12,32,40,37,23,58,27,15,11,0,76281
12,39,72,51,65,57,15,34,23,18,76,12,20,34,11,25,56,25,11,3,0,69366
13,43,41,71,43,37,30,41,31,28,41,23,29,45,18,20,50,29,17,9,0,74413
10,46,18,44,63,49,41,31,18,37,34,43,33,34,20,14,49,19,53,3,0,75047
10,54,44,57,48,44,25,30,19,25,72,21,32,50,11,20,48,29,14,6,0,72234
29,20,28,77,49,50,25,43,56,31,50,18,12,55,27,16,30,22,9,12,0,72456
14,55,27,47,64,79,33,24,32,29,35,8,20,33,25,25,41,47,15,7,0,73154
12,26,44,47,29,66,45,42,25,47,47,19,19,26,30,24,33,54,10,15,0,73882
17,35,20,71,32,37,55,27,46,30,43,14,30,42,22,27,50,45,12,5,0,75379
8,34,71,40,62,61,28,45,31,14,73,4,38,49,12,21,30,17,19,3,0,69062
10,51,39,41,86,27,43,28,25,16,56,5,30,40,14,25,49,43,28,4,0,73581
19,31,30,70,41,43,42,41,38,25,45,9,32,42,26,29,42,27,20,8,0,74424
13,47,40,48,56,13,75,24,19,21,45,12,24,35,21,28,90,28,18,3,0,76752
5,43,19,43,44,45,90,41,30,31,13,40,33,28,26,15,51,17,44,2,0,77094
10,35,77,57,69,33,39,29,19,18,75,9,45,24,16,19,48,25,10,3,0,71534
14,23,30,54,89,40,47,42,37,23,34,11,25,46,11,47,32,35,15,5,0,71966
14,46,46,64,42,40,38,30,24,28,42,10,16,53,22,20,49,41,19,16,0,75252
16,41,59,65,63,43,43,39,23,27,37,16,23,34,13,26,27,34,22,9,0,73354
21,28,24,91,36,28,44,30,41,42,47,9,24,43,33,27,49,23,9,11,0,76329
16,38,31,57,63,30,38,27,37,29,35,17,33,33,24,31,50,39,21,11,0,75833
15,50,42,59,75,40,46,24,34,16,38,9,23,35,21,21,45,40,22,6,0,74305
10,28,41,51,46,49,45,45,34,21,18,40,20,29,43,31,61,22,17,10,0,75511
13,26,54,68,62,60,13,59,27,13,47,14,40,62,13,14,30,22,11,13,0,70255
7,29,25,40,55,40,68,46,34,35,22,31,38,21,17,28,51,23,47,4,0,75960
10,40,41,74,56,36,33,40,25,32,54,21,29,32,18,19,41,30,18,12,0,74123
20,31,28,56,42,41,58,39,40,20,35,6,24,45,26,32,57,41,14,6,0,75035
9,13,21,116,63,33,29,41,42,41,24,19,33,23,9,52,30,28,29,6,0,74179
11,30,25,77,60,63,28,37,24,13,45,17,34,38,15,32,35,40,23,14,0,72124
12,39,42,31,67,72,52,30,19,16,60,8,23,37,24,26,40,30,22,11,0,71686
13,43,39,47,46,66,18,30,25,29,62,14,15,52,22,39,34,51,11,5,0,71421
20,24,29,72,58,39,32,38,57,39,43,9,19,54,14,21,38,29,13,13,0,73664
14,55,24,47,75,76,32,24,31,31,37,7,20,31,24,24,41,48,14,7,0,73243
16,40,41,88,32,49,32,26,26,26,46,13,33,47,17,16,44,36,17,17,0,74804
8,50,21,40,51,44,47,40,22,36,16,45,36,29,24,21,54,20,55,3,0,77204
20,38,40,67,57,38,37,31,31,33,50,19,27,43,14,17,36,34,18,12,0,74141
13,36,21,67,40,32,52,32,50,25,42,7,43,43,15,21,65,39,15,4,0,75520
11,34,50,66,62,48,20,43,13,18,48,24,40,46,20,14,44,28,13,20,0,73109
8,37,37,144,61,44,11,32,21,20,50,18,31,24,7,35,33,28,17,4,0,71979
10,31,34,102,45,24,45,30,31,36,33,22,35,43,18,30,47,19,25,2,0,75689
13,42,17,80,73,28,48,44,32,27,25,5,29,36,19,34,55,36,9,10,0,76035
10,28,35,54,81,30,36,34,33,33,43,30,33,45,15,18,45,34,18,7,0,73457
8,42,49,91,44,60,32,26,22,25,39,13,29,42,15,15,60,26,19,5,0,73265
13,35,48,84,58,54,12,32,22,22,74,7,24,47,11,21,40,36,17,5,0,70467
12,45,31,33,54,52,63,39,15,34,25,44,22,21,27,16,57,20,45,8,0,76524
18,42,43,83,29,39,27,30,29,26,52,17,40,34,17,18,44,38,18,19,0,75694
13,30,48,49,65,52,40,37,28,36,36,9,28,41,19,22,58,31,19,2,0,73361
5,69,84,67,71,49,23,25,12,9,56,10,33,30,9,4,56,21,16,14,0,72914
8,31,32,93,51,52,28,27,44,31,56,14,17,48,24,25,25,26,13,18,0,73293
8,30,38,54,73,27,46,25,53,29,31,12,26,35,15,26,81,34,13,7,0,75255
17,28,28,75,44,31,64,36,32,18,46,5,46,39,15,28,62,35,8,6,0,74977
18,40,19,48,48,31,61,48,18,23,46,30,37,35,15,19,72,17,35,3,0,75747
23,26,28,102,44,30,22,28,38,39,45,17,30,57,33,21,36,17,17,10,0,75617
17,31,34,56,79,37,39,48,34,12,44,20,34,34,13,29,41,30,20,11,0,73070
14,25,63,70,78,43,33,57,26,16,53,2,31,38,11,18,39,32,10,4,0,70730
20,22,33,67,43,43,36,37,51,59,39,19,16,41,29,17,32,26,18,15,0,75776
15,44,48,59,98,40,32,28,25,14,37,14,25,46,10,20,56,32,17,3,0,72388
18,27,47,65,46,44,44,41,29,33,31,19,29,51,13,23,39,39,15,10,0,74079
10,64,15,73,69,42,40,36,16,8,59,5,40,31,11,21,71,36,13,4,0,74139
27,23,27,73,43,54,28,44,67,37,50,15,13,49,25,17,32,17,9,14,0,73498
15,44,26,57,39,69,29,40,28,22,59,18,24,47,25,20,40,34,22,6,0,72692
12,23,30,48,52,35,46,39,22,18,36,15,43,22,12,38,86,52,31,4,0,75208
16,34,24,71,58,22,67,25,34,26,46,10,41,36,19,33,57,26,12,7,0,76178
9,54,84,72,62,55,29,36,9,5,59,8,35,14,1,16,65,28,19,4,0,71432
22,29,25,69,48,30,37,39,34,25,54,9,46,38,17,35,62,34,9,2,0,74493
19,34,20,87,48,29,16,38,51,42,45,16,20,51,33,25,28,32,18,12,0,75994
13,41,34,56,59,44,45,28,32,21,29,15,33,51,24,28,48,34,21,8,0,75208
11,44,49,56,61,44,29,37,15,16,41,36,37,41,18,22,48,38,15,6,0,73386
12,39,43,63,38,46,26,26,29,35,30,24,24,66,17,26,39,51,21,9,0,74743
5,49,37,62,43,38,47,37,29,9,57,5,43,38,16,12,93,33,11,1,0,74544
13,37,33,53,59,41,37,29,37,29,50,13,25,47,23,31,44,33,19,12,0,74678
15,58,42,86,51,49,39,24,28,13,65,7,35,30,9,19,53,26,12,4,0,73262
16,31,24,83,28,35,34,24,36,21,61,14,35,35,44,31,67,26,16,4,0,76099
9,41,60,51,67,50,62,38,37,16,32,3,20,32,4,22,64,43,8,6,0,73126
12,51,43,52,56,35,37,42,18,24,42,33,39,30,17,18,60,21,28,7,0,75544
10,30,26,89,64,21,67,36,30,30,27,13,39,35,14,25,54,33,19,3,0,76219
14,43,46,60,58,52,29,26,25,18,74,13,27,31,17,20,47,41,20,4,0,72133
11,30,39,68,99,35,42,31,29,24,40,17,32,37,17,20,43,29,18,4,0,73102
10,31,31,59,45,25,75,30,37,24,55,5,37,26,22,36,64,44,6,3,0,75719
18,33,38,68,40,47,41,33,34,36,28,13,19,57,23,21,49,42,13,12,0,75564
11,44,52,61,52,48,26,28,21,25,44,19,33,44,26,26,40,29,25,12,0,74824
9,44,84,63,45,61,17,57,24,19,57,6,17,39,17,22,31,38,13,3,0,70927
27,37,40,52,51,32,65,40,23,29,16,32,22,37,21,36,54,18,31,3,0,76934
17,58,73,86,52,67,21,21,17,16,55,11,20,38,9,9,37,24,21,14,0,72468
9,35,58,56,47,46,36,44,37,19,61,16,25,38,16,22,44,29,21,7,0,72678
22,16,26,68,39,53,58,41,51,25,40,11,30,39,20,33,42,24,17,11,0,74354
9,43,30,43,56,41,65,37,23,23,27,39,33,28,15,25,58,21,43,7,0,76322
7,48,58,86,72,47,19,37,12,27,64,22,30,32,14,18,25,18,22,8,0,72236
11,28,67,43,40,50,54,29,38,17,45,15,64,36,20,26,41,23,7,12,0,74079
12,23,87,59,42,38,51,30,20,19,56,8,31,32,21,28,47,44,13,5,0,73183
9,24,44,52,49,50,53,31,23,16,57,10,36,53,18,31,61,29,13,7,0,72833
7,58,49,72,45,50,23,29,16,21,79,10,43,49,13,9,49,28,14,2,0,72457
12,47,26,32,78,41,44,17,20,11,35,2,34,15,9,27,98,96,19,3,0,75404
27,45,39,67,54,36,19,36,45,38,37,24,19,40,28,18,34,27,20,13,0,76263
22,36,58,51,107,65,25,29,15,10,38,4,29,23,18,36,28,40,30,3,0,71308
12,45,50,68,39,49,46,23,27,12,38,8,36,30,18,15,89,45,9,8,0,75562
12,35,59,73,63,42,34,33,19,20,68,13,26,36,31,15,36,19,27,6,0,73219
12,49,37,79,47,41,34,24,32,26,49,10,38,37,18,15,48,39,17,15,0,75953
6,60,50,106,61,39,20,27,17,21,56,22,26,36,12,4,26,30,28,20,0,74810
13,37,43,120,52,45,16,36,17,24,67,14,30,42,26,11,21,17,22,14,0,73503
11,30,25,103,50,38,30,23,31,34,35,9,54,42,19,22,42,31,31,7,0,76089
16,54,48,65,47,31,43,39,26,19,65,13,36,33,20,30,36,28,11,8,0,75023
7,31,64,60,74,53,10,31,18,16,58,27,29,38,14,24,50,29,20,15,0,71801
9,55,77,83,91,52,13,34,17,19,45,29,15,40,10,5,27,26,14,7,0,71355
9,35,78,54,64,82,25,32,11,11,58,10,41,27,3,11,56,44,13,4,0,69556
17,32,22,56,48,37,51,27,33,30,41,17,29,43,15,25,65,35,25,20,0,76946
19,40,44,72,71,35,26,46,30,37,31,7,20,39,26,19,37,37,17,15,0,76107
21,33,40,67,45,61,41,29,20,33,51,15,24,47,17,28,34,38,19,6,0,73461
13,31,46,57,50,35,30,38,37,39,51,4,28,49,33,24,33,38,15,18,0,76097
19,39,49,62,68,45,23,34,19,35,32,21,29,35,31,39,37,24,15,13,0,75704
16,56,68,58,25,68,22,27,16,34,43,6,27,41,26,20,38,41,18,19,0,75807
18,41,29,68,52,43,32,34,29,42,36,12,44,40,16,24,37,37,18,17,0,76696
15,25,31,101,66,23,28,34,45,30,35,12,34,35,25,36,45,25,18,6,0,75935
16,35,30,57,37,28,40,33,34,28,36,6,28,34,32,48,75,34,26,12,0,78430
12,30,30,68,41,39,56,35,43,23,55,8,27,57,21,30,44,34,12,4,0,74328
5,39,35,68,52,39,20,40,27,45,59,9,26,61,21,24,39,29,16,15,0,74924
13,35,51,100,40,58,8,24,13,18,86,14,37,47,11,11,39,29,26,9,0,71445
13,41,45,37,88,61,19,27,6,15,131,3,50,26,47,17,16,19,7,1,0,69492
6,63,60,74,65,55,20,24,12,12,68,12,55,25,7,7,69,20,11,4,0,72759
14,44,36,85,36,53,25,34,21,15,68,17,29,36,25,21,52,34,21,3,0,73639
15,55,43,76,41,48,13,27,12,29,91,15,31,36,18,17,53,27,13,8,1,73489
10,25,33,53,73,34,61,42,33,26,30,24,33,30,14,51,46,31,14,6,0,74817
11,47,62,86,70,48,17,36,18,18,61,12,30,26,14,10,40,40,19,4,0,72433
7,35,18,48,63,53,57,26,21,24,14,35,56,34,22,27,43,35,44,8,0,76861
11,39,24,62,66,29,82,37,33,15,33,7,39,25,14,35,59,32,27,1,0,76505
19,37,54,64,70,26,35,42,31,14,39,5,45,48,17,39,40,29,12,4,0,74585
23,14,28,79,55,55,37,38,61,38,29,29,15,37,27,33,36,22,7,7,0,74145
16,54,56,46,76,53,21,40,22,22,47,8,22,42,16,22,37,47,16,7,0,73254
13,33,29,60,66,40,38,51,35,23,32,32,25,48,17,21,38,36,24,9,0,74609
9,56,28,32,76,42,40,34,28,33,22,40,42,24,23,11,65,13,49,3,0,77515
12,53,49,83,48,50,22,26,16,17,74,14,42,36,12,12,53,22,20,9,0,73590
17,45,67,58,46,44,16,44,8,21,66,31,39,25,9,11,64,17,38,4,0,73622
14,66,8,111,42,27,33,24,11,9,78,10,64,26,2,24,84,23,10,4,0,75951
12,50,19,83,62,43,37,30,23,16,47,3,49,39,8,18,64,40,25,2,0,75046
7,46,134,60,55,36,63,18,9,27,45,2,33,24,6,5,53,31,13,3,0,73969
18,31,26,72,50,45,75,39,30,29,34,6,30,38,15,38,48,30,14,2,0,75407
17,37,49,89,47,43,14,25,20,26,49,24,37,34,19,19,57,34,15,15,0,75276
15,28,39,62,79,34,41,36,24,22,36,6,32,34,16,22,86,43,10,5,0,74955
7,64,76,46,63,52,28,34,20,21,42,4,37,29,19,18,40,37,19,15,0,75341
9,25,27,67,49,39,75,32,37,9,60,10,50,32,20,34,46,30,14,6,0,74606
21,32,37,47,36,45,59,33,32,44,31,20,25,42,19,25,49,46,19,9,0,76869
21,50,39,73,47,41,23,25,12,13,62,13,49,34,16,12,98,26,10,7,0,75506
24,29,38,59,57,43,44,29,35,18,35,10,32,34,28,40,58,29,22,7,0,75931
16,33,27,60,38,46,59,39,49,35,37,11,18,35,21,22,59,45,13,8,0,76364
8,46,66,39,65,86,47,32,15,9,71,11,12,35,6,11,55,41,13,3,0,69507
17,46,25,65,65,50,63,33,26,17,29,11,29,39,16,19,57,36,17,11,0,76024
4,48,29,46,54,59,51,39,22,33,31,30,43,30,14,26,50,15,44,3,0,75763
14,46,73,58,45,64,30,21,19,15,41,19,47,27,11,16,61,33,19,12,0,74295
12,42,29,33,55,49,76,43,13,30,28,47,26,17,30,14,53,15,54,5,0,77516
21,30,39,50,34,47,59,28,31,42,30,20,28,46,20,25,42,51,21,8,0,76750
24,33,36,90,49,64,10,27,33,35,66,19,19,62,24,14,24,18,10,15,0,72897
11,22,40,53,75,32,39,48,56,18,29,11,34,38,21,36,44,47,16,2,0,74484
21,28,31,60,52,53,41,27,38,28,45,10,20,56,23,26,52,29,17,15,0,75144
15,34,33,81,59,48,20,26,39,22,59,21,24,55,24,15,25,39,21,12,0,73732
12,42,19,72,45,46,64,24,27,19,50,7,37,25,19,23,84,38,10,9,0,76655
20,33,40,66,48,50,59,42,28,14,52,12,21,44,17,30,43,37,11,5,0,73653
5,57,47,73,44,58,15,31,18,28,58,24,37,44,14,9,42,27,20,21,0,74952
7,45,58,50,47,86,33,28,12,3,60,6,33,40,2,7,126,18,4,8,0,71695
26,31,52,64,110,59,21,36,14,14,50,5,39,22,8,33,28,43,9,9,0,71277
